T;join
6.25;44
6.5;44
-6.5;45
-6.25;45
-6;45
-5.75;45
-5.5;45
-5.25;45
-5;45
-4.75;45
-4.5;45
-4.25;45
-4;45
-3.75;45
-3.5;45
-3.25;45
-3;45
-2.75;45
-2.5;45
-2.25;45
-2;45
-1.75;45
-1.5;45
-1.25;45
-1;45
-0.75;45
-0.5;45
-0.25;45
0;45
0.25;45
0.5;45
0.75;45
1;45
1.25;45
1.5;45
1.75;45
2;45
2.25;45
2.5;45
2.75;45
3;45
3.25;45
3.5;45
3.75;45
4;45
4.25;45
4.5;45
4.75;45
5;45
5.25;45
5.5;45
5.75;45
6;45
6.25;45
6.5;45
-6.5;46
-6.25;46
-6;46
-5.75;46
-5.5;46
-5.25;46
-5;46
-4.75;46
-4.5;46
-4.25;46
-4;46
-3.75;46
-3.5;46
-3.25;46
-3;46
-2.75;46
-2.5;46
-2.25;46
-2;46
-1.75;46
-1.5;46
-1.25;46
-1;46
-0.75;46
-0.5;46
-0.25;46
0;46
0.25;46
0.5;46
0.75;46
1;46
1.25;46
1.5;46
1.75;46
2;46
2.25;46
2.5;46
2.75;46
3;46
3.25;46
3.5;46
3.75;46
4;46
4.25;46
4.5;46
4.75;46
5;46
5.25;46
5.5;46
5.75;46
6;46
6.25;46
6.5;46
-6.5;47
-6.25;47
-6;47
-5.75;47
-5.5;47
-5.25;47
-5;47
-4.75;47
-4.5;47
-4.25;47
-4;47
-3.75;47
-3.5;47
-3.25;47
-3;47
-2.75;47
-2.5;47
-2.25;47
-2;47
-1.75;47
-1.5;47
-1.25;47
-1;47
-0.75;47
-0.5;47
-0.25;47
0;47
0.25;47
0.5;47
0.75;47
1;47
1.25;47
1.5;47
1.75;47
2;47
2.25;47
2.5;47
2.75;47
3;47
3.25;47
3.5;47
3.75;47
4;47
4.25;47
4.5;47
4.75;47
5;47
5.25;47
5.5;47
5.75;47
6;47
6.25;47
6.5;47
-6.5;48
-6.25;48
-6;48
-5.75;48
-5.5;48
-5.25;48
-5;48
-4.75;48
-4.5;48
-4.25;48
-4;48
-3.75;48
-3.5;48
-3.25;48
-3;48
-2.75;48
-2.5;48
-2.25;48
-2;48
-1.75;48
-1.5;48
-1.25;48
-1;48
-0.75;48
-0.5;48
-0.25;48
0;48
0.25;48
0.5;48
0.75;48
1;48
1.25;48
1.5;48
1.75;48
2;48
2.25;48
2.5;48
2.75;48
3;48
3.25;48
3.5;48
3.75;48
4;48
4.25;48
4.5;48
4.75;48
5;48
5.25;48
5.5;48
5.75;48
6;48
6.25;48
6.5;48
-6.5;49
-6.25;49
-6;49
-5.75;49
-5.5;49
-5.25;49
-5;49
-4.75;49
-4.5;49
-4.25;49
-4;49
-3.75;49
-3.5;49
-3.25;49
-3;49
-2.75;49
-2.5;49
-2.25;49
-2;49
-1.75;49
-1.5;49
-1.25;49
-1;49
-0.75;49
-0.5;49
-0.25;49
0;49
0.25;49
0.5;49
0.75;49
1;49
1.25;49
1.5;49
1.75;49
2;49
2.25;49
2.5;49
2.75;49
3;49
3.25;49
3.5;49
3.75;49
4;49
4.25;49
4.5;49
4.75;49
5;49
5.25;49
5.5;49
5.75;49
6;49
6.25;49
6.5;49
-6.5;50
-6.25;50
-6;50
-5.75;50
-5.5;50
-5.25;50
-5;50
-4.75;50
-4.5;50
-4.25;50
-4;50
-3.75;50
-3.5;50
-3.25;50
-3;50
-2.75;50
-2.5;50
-2.25;50
-2;50
-1.75;50
-1.5;50
-1.25;50
-1;50
-0.75;50
-0.5;50
-0.25;50
0;50
0.25;50
0.5;50
0.75;50
1;50
1.25;50
1.5;50
1.75;50
2;50
2.25;50
2.5;50
2.75;50
3;50
3.25;50
3.5;50
3.75;50
4;50
4.25;50
4.5;50
4.75;50
5;50
5.25;50
5.5;50
5.75;50
6;50
6.25;50
6.5;50
-6.5;51
-6.25;51
-6;51
-5.75;51
-5.5;51
-5.25;51
-5;51
-4.75;51
-4.5;51
-4.25;51
-4;51
-3.75;51
-3.5;51
-3.25;51
-3;51
-2.75;51
-2.5;51
-2.25;51
-2;51
-1.75;51
-1.5;51
-1.25;51
-1;51
-0.75;51
-0.5;51
-0.25;51
0;51
0.25;51
0.5;51
0.75;51
1;51
1.25;51
1.5;51
1.75;51
2;51
2.25;51
2.5;51
2.75;51
3;51
3.25;51
3.5;51
3.75;51
4;51
4.25;51
4.5;51
4.75;51
5;51
5.25;51
5.5;51
5.75;51
6;51
6.25;51
6.5;51
-6.5;52
-6.25;52
-6;52
-5.75;52
-5.5;52
-5.25;52
-5;52
-4.75;52
-4.5;52
-4.25;52
-4;52
-3.75;52
-3.5;52
-3.25;52
-3;52
-2.75;52
-2.5;52
-2.25;52
-2;52
-1.75;52
-1.5;52
-1.25;52
-1;52
-0.75;52
-0.5;52
-0.25;52
0;52
0.25;52
0.5;52
0.75;52
1;52
1.25;52
1.5;52
1.75;52
2;52
2.25;52
2.5;52
2.75;52
3;52
3.25;52
3.5;52
3.75;52
4;52
4.25;52
4.5;52
4.75;52
5;52
5.25;52
5.5;52
5.75;52
6;52
6.25;52
6.5;52
-6.5;53
-6.25;53
-6;53
-5.75;53
-5.5;53
-5.25;53
-5;53
-4.75;53
-4.5;53
-4.25;53
-4;53
-3.75;53
-3.5;53
-3.25;53
-3;53
-2.75;53
-2.5;53
-2.25;53
-2;53
-1.75;53
-1.5;53
-1.25;53
-1;53
-0.75;53
-0.5;53
-0.25;53
0;53
0.25;53
0.5;53
0.75;53
1;53
1.25;53
1.5;53
1.75;53
2;53
2.25;53
2.5;53
2.75;53
3;53
3.25;53
3.5;53
3.75;53
4;53
4.25;53
4.5;53
4.75;53
5;53
5.25;53
5.5;53
5.75;53
6;53
6.25;53
6.5;53
-6.5;54
-6.25;54
-6;54
-5.75;54
-5.5;54
-5.25;54
-5;54
-4.75;54
-4.5;54
-4.25;54
-4;54
-3.75;54
-3.5;54
-3.25;54
-3;54
-2.75;54
-2.5;54
-2.25;54
-2;54
-1.75;54
-1.5;54
-1.25;54
-1;54
-0.75;54
-0.5;54
-0.25;54
0;54
0.25;54
0.5;54
0.75;54
1;54
1.25;54
1.5;54
1.75;54
2;54
2.25;54
2.5;54
2.75;54
3;54
3.25;54
3.5;54
3.75;54
4;54
4.25;54
4.5;54
4.75;54
5;54
5.25;54
5.5;54
5.75;54
6;54
6.25;54
6.5;54
-6.5;55
-6.25;55
-6;55
-5.75;55
-5.5;55
-5.25;55
-5;55
-4.75;55
-4.5;55
-4.25;55
-4;55
-3.75;55
-3.5;55
-3.25;55
-3;55
-2.75;55
-2.5;55
-2.25;55
-2;55
-1.75;55
-1.5;55
-1.25;55
-1;55
-0.75;55
-0.5;55
-0.25;55
0;55
0.25;55
0.5;55
0.75;55
1;55
1.25;55
1.5;55
1.75;55
2;55
2.25;55
2.5;55
2.75;55
3;55
3.25;55
3.5;55
3.75;55
4;55
4.25;55
4.5;55
4.75;55
5;55
5.25;55
5.5;55
5.75;55
6;55
6.25;55
6.5;55
-6.5;56
-6.25;56
-6;56
-5.75;56
-5.5;56
-5.25;56
-5;56
-4.75;56
-4.5;56
-4.25;56
-4;56
-3.75;56
-3.5;56
-3.25;56
-3;56
-2.75;56
-2.5;56
-2.25;56
-2;56
-1.75;56
-1.5;56
-1.25;56
-1;56
-0.75;56
-0.5;56
-0.25;56
0;56
0.25;56
0.5;56
0.75;56
1;56
1.25;56
1.5;56
1.75;56
2;56
2.25;56
2.5;56
2.75;56
3;56
3.25;56
3.5;56
3.75;56
4;56
4.25;56
4.5;56
4.75;56
5;56
5.25;56
5.5;56
5.75;56
6;56
6.25;56
6.5;56
-6.5;57
-6.25;57
-6;57
-5.75;57
-5.5;57
-5.25;57
-5;57
-4.75;57
-4.5;57
-4.25;57
-4;57
-3.75;57
-3.5;57
-3.25;57
-3;57
-2.75;57
-2.5;57
-2.25;57
-2;57
-1.75;57
-1.5;57
-1.25;57
-1;57
-0.75;57
-0.5;57
-0.25;57
0;57
0.25;57
0.5;57
0.75;57
1;57
1.25;57
1.5;57
1.75;57
2;57
2.25;57
2.5;57
2.75;57
3;57
3.25;57
3.5;57
3.75;57
4;57
4.25;57
4.5;57
4.75;57
5;57
5.25;57
5.5;57
5.75;57
6;57
6.25;57
6.5;57
-6.5;58
-6.25;58
-6;58
-5.75;58
-5.5;58
-5.25;58
-5;58
-4.75;58
-4.5;58
-4.25;58
-4;58
-3.75;58
-3.5;58
-3.25;58
-3;58
-2.75;58
-2.5;58
-2.25;58
-2;58
-1.75;58
-1.5;58
-1.25;58
-1;58
-0.75;58
-0.5;58
-0.25;58
0;58
0.25;58
0.5;58
0.75;58
1;58
1.25;58
1.5;58
1.75;58
2;58
2.25;58
2.5;58
2.75;58
3;58
3.25;58
3.5;58
3.75;58
4;58
4.25;58
4.5;58
4.75;58
5;58
5.25;58
5.5;58
5.75;58
6;58
6.25;58
6.5;58
-6.5;59
-6.25;59
-6;59
-5.75;59
-5.5;59
-5.25;59
-5;59
-4.75;59
-4.5;59
-4.25;59
-4;59
-3.75;59
-3.5;59
-3.25;59
-3;59
-2.75;59
-2.5;59
-2.25;59
-2;59
-1.75;59
-1.5;59
-1.25;59
-1;59
-0.75;59
-0.5;59
-0.25;59
0;59
0.25;59
0.5;59
0.75;59
1;59
1.25;59
1.5;59
1.75;59
2;59
2.25;59
2.5;59
2.75;59
3;59
3.25;59
3.5;59
3.75;59
4;59
4.25;59
4.5;59
4.75;59
5;59
5.25;59
5.5;59
5.75;59
6;59
6.25;59
6.5;59
-6.5;60
-6.25;60
-6;60
-5.75;60
-5.5;60
-5.25;60
-5;60
-4.75;60
-4.5;60
-4.25;60
-4;60
-3.75;60
-3.5;60
-3.25;60
-3;60
-2.75;60
-2.5;60
-2.25;60
-2;60
-1.75;60
-1.5;60
-1.25;60
-1;60
-0.75;60
-0.5;60
-0.25;60
0;60
0.25;60
0.5;60
0.75;60
1;60
1.25;60
1.5;60
1.75;60
2;60
2.25;60
2.5;60
2.75;60
3;60
3.25;60
3.5;60
3.75;60
4;60
4.25;60
4.5;60
4.75;60
5;60
5.25;60
5.5;60
5.75;60
6;60
6.25;60
6.5;60
-6.5;61
-6.25;61
-6;61
-5.75;61
-5.5;61
-5.25;61
-5;61
-4.75;61
-4.5;61
-4.25;61
-4;61
-3.75;61
-3.5;61
-3.25;61
-3;61
-2.75;61
-2.5;61
-2.25;61
-2;61
-1.75;61
-1.5;61
-1.25;61
-1;61
-0.75;61
-0.5;61
-0.25;61
0;61
0.25;61
0.5;61
0.75;61
1;61
1.25;61
1.5;61
1.75;61
2;61
2.25;61
2.5;61
2.75;61
3;61
3.25;61
3.5;61
3.75;61
4;61
4.25;61
4.5;61
4.75;61
5;61
5.25;61
5.5;61
5.75;61
6;61
6.25;61
6.5;61
-6.5;62
-6.25;62
-6;62
-5.75;62
-5.5;62
-5.25;62
-5;62
-4.75;62
-4.5;62
-4.25;62
-4;62
-3.75;62
-3.5;62
-3.25;62
-3;62
-2.75;62
-2.5;62
-2.25;62
-2;62
-1.75;62
-1.5;62
-1.25;62
-1;62
-0.75;62
-0.5;62
-0.25;62
0;62
0.25;62
0.5;62
0.75;62
1;62
1.25;62
1.5;62
1.75;62
2;62
2.25;62
2.5;62
2.75;62
3;62
3.25;62
3.5;62
3.75;62
4;62
4.25;62
4.5;62
4.75;62
5;62
5.25;62
5.5;62
5.75;62
6;62
6.25;62
6.5;62
-6.5;63
-6.25;63
-6;63
-5.75;63
-5.5;63
-5.25;63
-5;63
-4.75;63
-4.5;63
-4.25;63
-4;63
-3.75;63
-3.5;63
-3.25;63
-3;63
-2.75;63
-2.5;63
-2.25;63
-2;63
-1.75;63
-1.5;63
-1.25;63
-1;63
-0.75;63
-0.5;63
-0.25;63
0;63
0.25;63
0.5;63
0.75;63
1;63
1.25;63
1.5;63
1.75;63
2;63
2.25;63
2.5;63
2.75;63
3;63
3.25;63
3.5;63
3.75;63
4;63
4.25;63
4.5;63
4.75;63
5;63
5.25;63
5.5;63
5.75;63
6;63
6.25;63
6.5;63
-6.5;64
-6.25;64
-6;64
-5.75;64
-5.5;64
-5.25;64
-5;64
-4.75;64
-4.5;64
-4.25;64
-4;64
-3.75;64
-3.5;64
-3.25;64
-3;64
-2.75;64
-2.5;64
-2.25;64
-2;64
-1.75;64
-1.5;64
-1.25;64
-1;64
-0.75;64
-0.5;64
-0.25;64
0;64
0.25;64
0.5;64
0.75;64
1;64
1.25;64
1.5;64
1.75;64
2;64
2.25;64
2.5;64
2.75;64
3;64
3.25;64
3.5;64
3.75;64
4;64
4.25;64
4.5;64
4.75;64
5;64
5.25;64
5.5;64
5.75;64
6;64
6.25;64
6.5;64
-6.5;65
-6.25;65
-6;65
-5.75;65
-5.5;65
-5.25;65
-5;65
-4.75;65
-4.5;65
-4.25;65
-4;65
-3.75;65
-3.5;65
-3.25;65
-3;65
-2.75;65
-2.5;65
-2.25;65
-2;65
-1.75;65
-1.5;65
-1.25;65
-1;65
-0.75;65
-0.5;65
-0.25;65
0;65
0.25;65
0.5;65
0.75;65
1;65
1.25;65
1.5;65
1.75;65
2;65
2.25;65
2.5;65
2.75;65
3;65
3.25;65
3.5;65
3.75;65
4;65
4.25;65
4.5;65
4.75;65
5;65
5.25;65
5.5;65
5.75;65
6;65
6.25;65
6.5;65
-6.5;66
-6.25;66
-6;66
-5.75;66
-5.5;66
-5.25;66
-5;66
-4.75;66
-4.5;66
-4.25;66
-4;66
-3.75;66
-3.5;66
-3.25;66
-3;66
-2.75;66
-2.5;66
-2.25;66
-2;66
-1.75;66
-1.5;66
-1.25;66
-1;66
-0.75;66
-0.5;66
-0.25;66
0;66
0.25;66
0.5;66
0.75;66
1;66
1.25;66
1.5;66
1.75;66
2;66
2.25;66
2.5;66
2.75;66
3;66
3.25;66
3.5;66
3.75;66
4;66
4.25;66
4.5;66
4.75;66
5;66
5.25;66
5.5;66
5.75;66
6;66
6.25;66
6.5;66
-6.5;67
-6.25;67
-6;67
-5.75;67
-5.5;67
-5.25;67
-5;67
-4.75;67
-4.5;67
-4.25;67
-4;67
-3.75;67
-3.5;67
-3.25;67
-3;67
-2.75;67
-2.5;67
-2.25;67
-2;67
-1.75;67
-1.5;67
-1.25;67
-1;67
-0.75;67
-0.5;67
-0.25;67
0;67
0.25;67
0.5;67
0.75;67
1;67
1.25;67
1.5;67
1.75;67
2;67
2.25;67
2.5;67
2.75;67
3;67
3.25;67
3.5;67
3.75;67
4;67
4.25;67
4.5;67
4.75;67
5;67
5.25;67
5.5;67
5.75;67
6;67
6.25;67
6.5;67
-6.5;68
-6.25;68
-6;68
-5.75;68
-5.5;68
-5.25;68
-5;68
-4.75;68
-4.5;68
-4.25;68
-4;68
-3.75;68
-3.5;68
-3.25;68
-3;68
-2.75;68
-2.5;68
-2.25;68
-2;68
-1.75;68
-1.5;68
-1.25;68
-1;68
-0.75;68
-0.5;68
-0.25;68
0;68
0.25;68
0.5;68
0.75;68
1;68
1.25;68
1.5;68
1.75;68
2;68
2.25;68
2.5;68
2.75;68
3;68
3.25;68
3.5;68
3.75;68
4;68
4.25;68
4.5;68
4.75;68
5;68
5.25;68
5.5;68
5.75;68
6;68
6.25;68
6.5;68
-6.5;69
-6.25;69
-6;69
-5.75;69
-5.5;69
-5.25;69
-5;69
-4.75;69
-4.5;69
-4.25;69
-4;69
-3.75;69
-3.5;69
-3.25;69
-3;69
-2.75;69
-2.5;69
-2.25;69
-2;69
-1.75;69
-1.5;69
-1.25;69
-1;69
-0.75;69
-0.5;69
-0.25;69
0;69
0.25;69
0.5;69
0.75;69
1;69
1.25;69
1.5;69
1.75;69
2;69
2.25;69
2.5;69
2.75;69
3;69
3.25;69
3.5;69
3.75;69
4;69
4.25;69
4.5;69
4.75;69
5;69
5.25;69
5.5;69
5.75;69
6;69
6.25;69
6.5;69
-6.5;70
-6.25;70
-6;70
-5.75;70
-5.5;70
-5.25;70
-5;70
-4.75;70
-4.5;70
-4.25;70
-4;70
-3.75;70
-3.5;70
-3.25;70
-3;70
-2.75;70
-2.5;70
-2.25;70
-2;70
-1.75;70
-1.5;70
-1.25;70
-1;70
-0.75;70
-0.5;70
-0.25;70
0;70
0.25;70
0.5;70
0.75;70
1;70
1.25;70
1.5;70
1.75;70
2;70
2.25;70
2.5;70
2.75;70
3;70
3.25;70
3.5;70
3.75;70
4;70
4.25;70
4.5;70
4.75;70
5;70
5.25;70
5.5;70
5.75;70
6;70
6.25;70
6.5;70
-6.5;71
-6.25;71
-6;71
-5.75;71
-5.5;71
-5.25;71
-5;71
-4.75;71
-4.5;71
-4.25;71
-4;71
-3.75;71
-3.5;71
-3.25;71
-3;71
-2.75;71
-2.5;71
-2.25;71
-2;71
-1.75;71
-1.5;71
-1.25;71
-1;71
-0.75;71
-0.5;71
-0.25;71
0;71
0.25;71
0.5;71
0.75;71
1;71
1.25;71
1.5;71
1.75;71
2;71
2.25;71
2.5;71
2.75;71
3;71
3.25;71
3.5;71
3.75;71
4;71
4.25;71
4.5;71
4.75;71
5;71
5.25;71
5.5;71
5.75;71
6;71
6.25;71
6.5;71
-6.5;72
-6.25;72
-6;72
-5.75;72
-5.5;72
-5.25;72
-5;72
-4.75;72
-4.5;72
-4.25;72
-4;72
-3.75;72
-3.5;72
-3.25;72
-3;72
-2.75;72
-2.5;72
-2.25;72
-2;72
-1.75;72
-1.5;72
-1.25;72
-1;72
-0.75;72
-0.5;72
-0.25;72
0;72
0.25;72
0.5;72
0.75;72
1;72
1.25;72
1.5;72
1.75;72
2;72
2.25;72
2.5;72
2.75;72
3;72
3.25;72
3.5;72
3.75;72
4;72
4.25;72
4.5;72
4.75;72
5;72
5.25;72
5.5;72
5.75;72
6;72
6.25;72
6.5;72
-6.5;73
-6.25;73
-6;73
-5.75;73
-5.5;73
-5.25;73
-5;73
-4.75;73
-4.5;73
-4.25;73
-4;73
-3.75;73
-3.5;73
-3.25;73
-3;73
-2.75;73
-2.5;73
-2.25;73
-2;73
-1.75;73
-1.5;73
-1.25;73
-1;73
-0.75;73
-0.5;73
-0.25;73
0;73
0.25;73
0.5;73
0.75;73
1;73
1.25;73
1.5;73
1.75;73
2;73
2.25;73
2.5;73
2.75;73
3;73
3.25;73
3.5;73
3.75;73
4;73
4.25;73
4.5;73
4.75;73
5;73
5.25;73
5.5;73
5.75;73
6;73
6.25;73
6.5;73
-6.5;74
-6.25;74
-6;74
-5.75;74
-5.5;74
-5.25;74
-5;74
-4.75;74
-4.5;74
-4.25;74
-4;74
-3.75;74
-3.5;74
-3.25;74
-3;74
-2.75;74
-2.5;74
-2.25;74
-2;74
-1.75;74
-1.5;74
-1.25;74
-1;74
-0.75;74
-0.5;74
-0.25;74
0;74
0.25;74
0.5;74
0.75;74
1;74
1.25;74
1.5;74
1.75;74
2;74
2.25;74
2.5;74
2.75;74
3;74
3.25;74
3.5;74
3.75;74
4;74
4.25;74
4.5;74
4.75;74
5;74
5.25;74
5.5;74
5.75;74
6;74
6.25;74
6.5;74
-6.5;75
-6.25;75
-6;75
-5.75;75
-5.5;75
-5.25;75
-5;75
-4.75;75
-4.5;75
-4.25;75
-4;75
-3.75;75
-3.5;75
-3.25;75
-3;75
-2.75;75
-2.5;75
-2.25;75
-2;75
-1.75;75
-1.5;75
-1.25;75
-1;75
-0.75;75
-0.5;75
-0.25;75
0;75
0.25;75
0.5;75
0.75;75
1;75
1.25;75
1.5;75
1.75;75
2;75
2.25;75
2.5;75
2.75;75
3;75
3.25;75
3.5;75
3.75;75
4;75
4.25;75
4.5;75
4.75;75
5;75
5.25;75
5.5;75
5.75;75
6;75
6.25;75
6.5;75
-6.5;76
-6.25;76
-6;76
-5.75;76
-5.5;76
-5.25;76
-5;76
-4.75;76
-4.5;76
-4.25;76
-4;76
-3.75;76
-3.5;76
-3.25;76
-3;76
-2.75;76
-2.5;76
-2.25;76
-2;76
-1.75;76
-1.5;76
-1.25;76
-1;76
-0.75;76
-0.5;76
-0.25;76
0;76
0.25;76
0.5;76
0.75;76
1;76
1.25;76
1.5;76
1.75;76
2;76
2.25;76
2.5;76
2.75;76
3;76
3.25;76
3.5;76
3.75;76
4;76
4.25;76
4.5;76
4.75;76
5;76
5.25;76
5.5;76
5.75;76
6;76
6.25;76
6.5;76
-6.5;77
-6.25;77
-6;77
-5.75;77
-5.5;77
-5.25;77
-5;77
-4.75;77
-4.5;77
-4.25;77
-4;77
-3.75;77
-3.5;77
-3.25;77
-3;77
-2.75;77
-2.5;77
-2.25;77
-2;77
-1.75;77
-1.5;77
-1.25;77
-1;77
-0.75;77
-0.5;77
-0.25;77
0;77
0.25;77
0.5;77
0.75;77
1;77
1.25;77
1.5;77
1.75;77
2;77
2.25;77
2.5;77
2.75;77
3;77
3.25;77
3.5;77
3.75;77
4;77
4.25;77
4.5;77
4.75;77
5;77
5.25;77
5.5;77
5.75;77
6;77
6.25;77
6.5;77
-6.5;78
-6.25;78
-6;78
-5.75;78
-5.5;78
-5.25;78
-5;78
-4.75;78
-4.5;78
-4.25;78
-4;78
-3.75;78
-3.5;78
-3.25;78
-3;78
-2.75;78
-2.5;78
-2.25;78
-2;78
-1.75;78
-1.5;78
-1.25;78
-1;78
-0.75;78
-0.5;78
-0.25;78
0;78
0.25;78
0.5;78
0.75;78
1;78
1.25;78
1.5;78
1.75;78
2;78
2.25;78
2.5;78
2.75;78
3;78
3.25;78
3.5;78
3.75;78
4;78
4.25;78
4.5;78
4.75;78
5;78
5.25;78
5.5;78
5.75;78
6;78
6.25;78
6.5;78
-6.5;79
-6.25;79
-6;79
-5.75;79
-5.5;79
-5.25;79
-5;79
-4.75;79
-4.5;79
-4.25;79
-4;79
-3.75;79
-3.5;79
-3.25;79
-3;79
-2.75;79
-2.5;79
-2.25;79
-2;79
-1.75;79
-1.5;79
-1.25;79
-1;79
-0.75;79
-0.5;79
-0.25;79
0;79
0.25;79
0.5;79
0.75;79
1;79
1.25;79
1.5;79
1.75;79
2;79
2.25;79
2.5;79
2.75;79
3;79
3.25;79
3.5;79
3.75;79
4;79
4.25;79
4.5;79
4.75;79
5;79
5.25;79
5.5;79
5.75;79
6;79
6.25;79
6.5;79
-6.5;80
-6.25;80
-6;80
-5.75;80
-5.5;80
-5.25;80
-5;80
-4.75;80
-4.5;80
-4.25;80
-4;80
-3.75;80
-3.5;80
-3.25;80
-3;80
-2.75;80
-2.5;80
-2.25;80
-2;80
-1.75;80
-1.5;80
-1.25;80
-1;80
-0.75;80
-0.5;80
-0.25;80
0;80
0.25;80
0.5;80
0.75;80
1;80
1.25;80
1.5;80
1.75;80
2;80
2.25;80
2.5;80
2.75;80
3;80
3.25;80
3.5;80
3.75;80
4;80
4.25;80
4.5;80
4.75;80
5;80
5.25;80
5.5;80
5.75;80
6;80
6.25;80
6.5;80
-6.5;81
-6.25;81
-6;81
-5.75;81
-5.5;81
-5.25;81
-5;81
-4.75;81
-4.5;81
-4.25;81
-4;81
-3.75;81
-3.5;81
-3.25;81
-3;81
-2.75;81
-2.5;81
-2.25;81
-2;81
-1.75;81
-1.5;81
-1.25;81
-1;81
-0.75;81
-0.5;81
-0.25;81
0;81
0.25;81
0.5;81
0.75;81
1;81
1.25;81
1.5;81
1.75;81
2;81
2.25;81
2.5;81
2.75;81
3;81
3.25;81
3.5;81
3.75;81
4;81
4.25;81
4.5;81
4.75;81
5;81
5.25;81
5.5;81
5.75;81
6;81
6.25;81
6.5;81
-6.5;82
-6.25;82
-6;82
-5.75;82
-5.5;82
-5.25;82
-5;82
-4.75;82
-4.5;82
-4.25;82
-4;82
-3.75;82
-3.5;82
-3.25;82
-3;82
-2.75;82
-2.5;82
-2.25;82
-2;82
-1.75;82
-1.5;82
-1.25;82
-1;82
-0.75;82
-0.5;82
-0.25;82
0;82
0.25;82
0.5;82
0.75;82
1;82
1.25;82
1.5;82
1.75;82
2;82
2.25;82
2.5;82
2.75;82
3;82
3.25;82
3.5;82
3.75;82
4;82
4.25;82
4.5;82
4.75;82
5;82
5.25;82
5.5;82
5.75;82
6;82
6.25;82
6.5;82
-6.5;83
-6.25;83
-6;83
-5.75;83
-5.5;83
-5.25;83
-5;83
-4.75;83
-4.5;83
-4.25;83
-4;83
-3.75;83
-3.5;83
-3.25;83
-3;83
-2.75;83
-2.5;83
-2.25;83
-2;83
-1.75;83
-1.5;83
-1.25;83
-1;83
-0.75;83
-0.5;83
-0.25;83
0;83
0.25;83
0.5;83
0.75;83
1;83
1.25;83
1.5;83
1.75;83
2;83
2.25;83
2.5;83
2.75;83
3;83
3.25;83
3.5;83
3.75;83
4;83
4.25;83
4.5;83
4.75;83
5;83
5.25;83
5.5;83
5.75;83
6;83
6.25;83
6.5;83
-6.5;84
-6.25;84
-6;84
-5.75;84
-5.5;84
-5.25;84
-5;84
-4.75;84
-4.5;84
-4.25;84
-4;84
-3.75;84
-3.5;84
-3.25;84
-3;84
-2.75;84
-2.5;84
-2.25;84
-2;84
-1.75;84
-1.5;84
-1.25;84
-1;84
-0.75;84
-0.5;84
-0.25;84
0;84
0.25;84
0.5;84
0.75;84
1;84
1.25;84
1.5;84
1.75;84
2;84
2.25;84
2.5;84
2.75;84
3;84
3.25;84
3.5;84
3.75;84
4;84
4.25;84
4.5;84
4.75;84
5;84
5.25;84
5.5;84
5.75;84
6;84
6.25;84
6.5;84
-6.5;85
-6.25;85
-6;85
-5.75;85
-5.5;85
-5.25;85
-5;85
-4.75;85
-4.5;85
-4.25;85
-4;85
-3.75;85
-3.5;85
-3.25;85
-3;85
-2.75;85
-2.5;85
-2.25;85
-2;85
-1.75;85
-1.5;85
-1.25;85
-1;85
-0.75;85
-0.5;85
-0.25;85
0;85
0.25;85
0.5;85
0.75;85
1;85
1.25;85
1.5;85
1.75;85
2;85
2.25;85
2.5;85
2.75;85
3;85
3.25;85
3.5;85
3.75;85
4;85
4.25;85
4.5;85
4.75;85
5;85
5.25;85
5.5;85
5.75;85
6;85
6.25;85
6.5;85
-6.5;86
-6.25;86
-6;86
-5.75;86
-5.5;86
-5.25;86
-5;86
-4.75;86
-4.5;86
-4.25;86
-4;86
-3.75;86
-3.5;86
-3.25;86
-3;86
-2.75;86
-2.5;86
-2.25;86
-2;86
-1.75;86
-1.5;86
-1.25;86
-1;86
-0.75;86
-0.5;86
-0.25;86
0;86
0.25;86
0.5;86
0.75;86
1;86
1.25;86
1.5;86
1.75;86
2;86
2.25;86
2.5;86
2.75;86
3;86
3.25;86
3.5;86
3.75;86
4;86
4.25;86
4.5;86
4.75;86
5;86
5.25;86
5.5;86
5.75;86
6;86
6.25;86
6.5;86
-6.5;87
-6.25;87
-6;87
-5.75;87
-5.5;87
-5.25;87
-5;87
-4.75;87
-4.5;87
-4.25;87
-4;87
-3.75;87
-3.5;87
-3.25;87
-3;87
-2.75;87
-2.5;87
-2.25;87
-2;87
-1.75;87
-1.5;87
-1.25;87
-1;87
-0.75;87
-0.5;87
-0.25;87
0;87
0.25;87
0.5;87
0.75;87
1;87
1.25;87
1.5;87
1.75;87
2;87
2.25;87
2.5;87
2.75;87
3;87
3.25;87
3.5;87
3.75;87
4;87
4.25;87
4.5;87
4.75;87
5;87
5.25;87
5.5;87
5.75;87
6;87
6.25;87
6.5;87
-6.5;88
-6.25;88
-6;88
-5.75;88
-5.5;88
-5.25;88
-5;88
-4.75;88
-4.5;88
-4.25;88
-4;88
-3.75;88
-3.5;88
-3.25;88
-3;88
-2.75;88
-2.5;88
-2.25;88
-2;88
-1.75;88
-1.5;88
-1.25;88
-1;88
-0.75;88
-0.5;88
-0.25;88
0;88
0.25;88
0.5;88
0.75;88
1;88
1.25;88
1.5;88
1.75;88
2;88
2.25;88
2.5;88
2.75;88
3;88
3.25;88
3.5;88
3.75;88
4;88
4.25;88
4.5;88
4.75;88
5;88
5.25;88
5.5;88
5.75;88
6;88
