T;join
6.25;132
6.5;132
-6.5;133
-6.25;133
-6;133
-5.75;133
-5.5;133
-5.25;133
-5;133
-4.75;133
-4.5;133
-4.25;133
-4;133
-3.75;133
-3.5;133
-3.25;133
-3;133
-2.75;133
-2.5;133
-2.25;133
-2;133
-1.75;133
-1.5;133
-1.25;133
-1;133
-0.75;133
-0.5;133
-0.25;133
0;133
0.25;133
0.5;133
0.75;133
1;133
1.25;133
1.5;133
1.75;133
2;133
2.25;133
2.5;133
2.75;133
3;133
3.25;133
3.5;133
3.75;133
4;133
4.25;133
4.5;133
4.75;133
5;133
5.25;133
5.5;133
5.75;133
6;133
6.25;133
6.5;133
-6.5;134
-6.25;134
-6;134
-5.75;134
-5.5;134
-5.25;134
-5;134
-4.75;134
-4.5;134
-4.25;134
-4;134
-3.75;134
-3.5;134
-3.25;134
-3;134
-2.75;134
-2.5;134
-2.25;134
-2;134
-1.75;134
-1.5;134
-1.25;134
-1;134
-0.75;134
-0.5;134
-0.25;134
0;134
0.25;134
0.5;134
0.75;134
1;134
1.25;134
1.5;134
1.75;134
2;134
2.25;134
2.5;134
2.75;134
3;134
3.25;134
3.5;134
3.75;134
4;134
4.25;134
4.5;134
4.75;134
5;134
5.25;134
5.5;134
5.75;134
6;134
6.25;134
6.5;134
-6.5;135
-6.25;135
-6;135
-5.75;135
-5.5;135
-5.25;135
-5;135
-4.75;135
-4.5;135
-4.25;135
-4;135
-3.75;135
-3.5;135
-3.25;135
-3;135
-2.75;135
-2.5;135
-2.25;135
-2;135
-1.75;135
-1.5;135
-1.25;135
-1;135
-0.75;135
-0.5;135
-0.25;135
0;135
0.25;135
0.5;135
0.75;135
1;135
1.25;135
1.5;135
1.75;135
2;135
2.25;135
2.5;135
2.75;135
3;135
3.25;135
3.5;135
3.75;135
4;135
4.25;135
4.5;135
4.75;135
5;135
5.25;135
5.5;135
5.75;135
6;135
6.25;135
6.5;135
-6.5;136
-6.25;136
-6;136
-5.75;136
-5.5;136
-5.25;136
-5;136
-4.75;136
-4.5;136
-4.25;136
-4;136
-3.75;136
-3.5;136
-3.25;136
-3;136
-2.75;136
-2.5;136
-2.25;136
-2;136
-1.75;136
-1.5;136
-1.25;136
-1;136
-0.75;136
-0.5;136
-0.25;136
0;136
0.25;136
0.5;136
0.75;136
1;136
1.25;136
1.5;136
1.75;136
2;136
2.25;136
2.5;136
2.75;136
3;136
3.25;136
3.5;136
3.75;136
4;136
4.25;136
4.5;136
4.75;136
5;136
5.25;136
5.5;136
5.75;136
6;136
6.25;136
6.5;136
-6.5;137
-6.25;137
-6;137
-5.75;137
-5.5;137
-5.25;137
-5;137
-4.75;137
-4.5;137
-4.25;137
-4;137
-3.75;137
-3.5;137
-3.25;137
-3;137
-2.75;137
-2.5;137
-2.25;137
-2;137
-1.75;137
-1.5;137
-1.25;137
-1;137
-0.75;137
-0.5;137
-0.25;137
0;137
0.25;137
0.5;137
0.75;137
1;137
1.25;137
1.5;137
1.75;137
2;137
2.25;137
2.5;137
2.75;137
3;137
3.25;137
3.5;137
3.75;137
4;137
4.25;137
4.5;137
4.75;137
5;137
5.25;137
5.5;137
5.75;137
6;137
6.25;137
6.5;137
-6.5;138
-6.25;138
-6;138
-5.75;138
-5.5;138
-5.25;138
-5;138
-4.75;138
-4.5;138
-4.25;138
-4;138
-3.75;138
-3.5;138
-3.25;138
-3;138
-2.75;138
-2.5;138
-2.25;138
-2;138
-1.75;138
-1.5;138
-1.25;138
-1;138
-0.75;138
-0.5;138
-0.25;138
0;138
0.25;138
0.5;138
0.75;138
1;138
1.25;138
1.5;138
1.75;138
2;138
2.25;138
2.5;138
2.75;138
3;138
3.25;138
3.5;138
3.75;138
4;138
4.25;138
4.5;138
4.75;138
5;138
5.25;138
5.5;138
5.75;138
6;138
6.25;138
6.5;138
-6.5;139
-6.25;139
-6;139
-5.75;139
-5.5;139
-5.25;139
-5;139
-4.75;139
-4.5;139
-4.25;139
-4;139
-3.75;139
-3.5;139
-3.25;139
-3;139
-2.75;139
-2.5;139
-2.25;139
-2;139
-1.75;139
-1.5;139
-1.25;139
-1;139
-0.75;139
-0.5;139
-0.25;139
0;139
0.25;139
0.5;139
0.75;139
1;139
1.25;139
1.5;139
1.75;139
2;139
2.25;139
2.5;139
2.75;139
3;139
3.25;139
3.5;139
3.75;139
4;139
4.25;139
4.5;139
4.75;139
5;139
5.25;139
5.5;139
5.75;139
6;139
6.25;139
6.5;139
-6.5;140
-6.25;140
-6;140
-5.75;140
-5.5;140
-5.25;140
-5;140
-4.75;140
-4.5;140
-4.25;140
-4;140
-3.75;140
-3.5;140
-3.25;140
-3;140
-2.75;140
-2.5;140
-2.25;140
-2;140
-1.75;140
-1.5;140
-1.25;140
-1;140
-0.75;140
-0.5;140
-0.25;140
0;140
0.25;140
0.5;140
0.75;140
1;140
1.25;140
1.5;140
1.75;140
2;140
2.25;140
2.5;140
2.75;140
3;140
3.25;140
3.5;140
3.75;140
4;140
4.25;140
4.5;140
4.75;140
5;140
5.25;140
5.5;140
5.75;140
6;140
6.25;140
6.5;140
-6.5;141
-6.25;141
-6;141
-5.75;141
-5.5;141
-5.25;141
-5;141
-4.75;141
-4.5;141
-4.25;141
-4;141
-3.75;141
-3.5;141
-3.25;141
-3;141
-2.75;141
-2.5;141
-2.25;141
-2;141
-1.75;141
-1.5;141
-1.25;141
-1;141
-0.75;141
-0.5;141
-0.25;141
0;141
0.25;141
0.5;141
0.75;141
1;141
1.25;141
1.5;141
1.75;141
2;141
2.25;141
2.5;141
2.75;141
3;141
3.25;141
3.5;141
3.75;141
4;141
4.25;141
4.5;141
4.75;141
5;141
5.25;141
5.5;141
5.75;141
6;141
6.25;141
6.5;141
-6.5;142
-6.25;142
-6;142
-5.75;142
-5.5;142
-5.25;142
-5;142
-4.75;142
-4.5;142
-4.25;142
-4;142
-3.75;142
-3.5;142
-3.25;142
-3;142
-2.75;142
-2.5;142
-2.25;142
-2;142
-1.75;142
-1.5;142
-1.25;142
-1;142
-0.75;142
-0.5;142
-0.25;142
0;142
0.25;142
0.5;142
0.75;142
1;142
1.25;142
1.5;142
1.75;142
2;142
2.25;142
2.5;142
2.75;142
3;142
3.25;142
3.5;142
3.75;142
4;142
4.25;142
4.5;142
4.75;142
5;142
5.25;142
5.5;142
5.75;142
6;142
6.25;142
6.5;142
-6.5;143
-6.25;143
-6;143
-5.75;143
-5.5;143
-5.25;143
-5;143
-4.75;143
-4.5;143
-4.25;143
-4;143
-3.75;143
-3.5;143
-3.25;143
-3;143
-2.75;143
-2.5;143
-2.25;143
-2;143
-1.75;143
-1.5;143
-1.25;143
-1;143
-0.75;143
-0.5;143
-0.25;143
0;143
0.25;143
0.5;143
0.75;143
1;143
1.25;143
1.5;143
1.75;143
2;143
2.25;143
2.5;143
2.75;143
3;143
3.25;143
3.5;143
3.75;143
4;143
4.25;143
4.5;143
4.75;143
5;143
5.25;143
5.5;143
5.75;143
6;143
6.25;143
6.5;143
-6.5;144
-6.25;144
-6;144
-5.75;144
-5.5;144
-5.25;144
-5;144
-4.75;144
-4.5;144
-4.25;144
-4;144
-3.75;144
-3.5;144
-3.25;144
-3;144
-2.75;144
-2.5;144
-2.25;144
-2;144
-1.75;144
-1.5;144
-1.25;144
-1;144
-0.75;144
-0.5;144
-0.25;144
0;144
0.25;144
0.5;144
0.75;144
1;144
1.25;144
1.5;144
1.75;144
2;144
2.25;144
2.5;144
2.75;144
3;144
3.25;144
3.5;144
3.75;144
4;144
4.25;144
4.5;144
4.75;144
5;144
5.25;144
5.5;144
5.75;144
6;144
6.25;144
6.5;144
-6.5;145
-6.25;145
-6;145
-5.75;145
-5.5;145
-5.25;145
-5;145
-4.75;145
-4.5;145
-4.25;145
-4;145
-3.75;145
-3.5;145
-3.25;145
-3;145
-2.75;145
-2.5;145
-2.25;145
-2;145
-1.75;145
-1.5;145
-1.25;145
-1;145
-0.75;145
-0.5;145
-0.25;145
0;145
0.25;145
0.5;145
0.75;145
1;145
1.25;145
1.5;145
1.75;145
2;145
2.25;145
2.5;145
2.75;145
3;145
3.25;145
3.5;145
3.75;145
4;145
4.25;145
4.5;145
4.75;145
5;145
5.25;145
5.5;145
5.75;145
6;145
6.25;145
6.5;145
-6.5;146
-6.25;146
-6;146
-5.75;146
-5.5;146
-5.25;146
-5;146
-4.75;146
-4.5;146
-4.25;146
-4;146
-3.75;146
-3.5;146
-3.25;146
-3;146
-2.75;146
-2.5;146
-2.25;146
-2;146
-1.75;146
-1.5;146
-1.25;146
-1;146
-0.75;146
-0.5;146
-0.25;146
0;146
0.25;146
0.5;146
0.75;146
1;146
1.25;146
1.5;146
1.75;146
2;146
2.25;146
2.5;146
2.75;146
3;146
3.25;146
3.5;146
3.75;146
4;146
4.25;146
4.5;146
4.75;146
5;146
5.25;146
5.5;146
5.75;146
6;146
6.25;146
6.5;146
-6.5;147
-6.25;147
-6;147
-5.75;147
-5.5;147
-5.25;147
-5;147
-4.75;147
-4.5;147
-4.25;147
-4;147
-3.75;147
-3.5;147
-3.25;147
-3;147
-2.75;147
-2.5;147
-2.25;147
-2;147
-1.75;147
-1.5;147
-1.25;147
-1;147
-0.75;147
-0.5;147
-0.25;147
0;147
0.25;147
0.5;147
0.75;147
1;147
1.25;147
1.5;147
1.75;147
2;147
2.25;147
2.5;147
2.75;147
3;147
3.25;147
3.5;147
3.75;147
4;147
4.25;147
4.5;147
4.75;147
5;147
5.25;147
5.5;147
5.75;147
6;147
6.25;147
6.5;147
-6.5;148
-6.25;148
-6;148
-5.75;148
-5.5;148
-5.25;148
-5;148
-4.75;148
-4.5;148
-4.25;148
-4;148
-3.75;148
-3.5;148
-3.25;148
-3;148
-2.75;148
-2.5;148
-2.25;148
-2;148
-1.75;148
-1.5;148
-1.25;148
-1;148
-0.75;148
-0.5;148
-0.25;148
0;148
0.25;148
0.5;148
0.75;148
1;148
1.25;148
1.5;148
1.75;148
2;148
2.25;148
2.5;148
2.75;148
3;148
3.25;148
3.5;148
3.75;148
4;148
4.25;148
4.5;148
4.75;148
5;148
5.25;148
5.5;148
5.75;148
6;148
6.25;148
6.5;148
-6.5;149
-6.25;149
-6;149
-5.75;149
-5.5;149
-5.25;149
-5;149
-4.75;149
-4.5;149
-4.25;149
-4;149
-3.75;149
-3.5;149
-3.25;149
-3;149
-2.75;149
-2.5;149
-2.25;149
-2;149
-1.75;149
-1.5;149
-1.25;149
-1;149
-0.75;149
-0.5;149
-0.25;149
0;149
0.25;149
0.5;149
0.75;149
1;149
1.25;149
1.5;149
1.75;149
2;149
2.25;149
2.5;149
2.75;149
3;149
3.25;149
3.5;149
3.75;149
4;149
4.25;149
4.5;149
4.75;149
5;149
5.25;149
5.5;149
5.75;149
6;149
6.25;149
6.5;149
-6.5;150
-6.25;150
-6;150
-5.75;150
-5.5;150
-5.25;150
-5;150
-4.75;150
-4.5;150
-4.25;150
-4;150
-3.75;150
-3.5;150
-3.25;150
-3;150
-2.75;150
-2.5;150
-2.25;150
-2;150
-1.75;150
-1.5;150
-1.25;150
-1;150
-0.75;150
-0.5;150
-0.25;150
0;150
0.25;150
0.5;150
0.75;150
1;150
1.25;150
1.5;150
1.75;150
2;150
2.25;150
2.5;150
2.75;150
3;150
3.25;150
3.5;150
3.75;150
4;150
4.25;150
4.5;150
4.75;150
5;150
5.25;150
5.5;150
5.75;150
6;150
6.25;150
6.5;150
-6.5;151
-6.25;151
-6;151
-5.75;151
-5.5;151
-5.25;151
-5;151
-4.75;151
-4.5;151
-4.25;151
-4;151
-3.75;151
-3.5;151
-3.25;151
-3;151
-2.75;151
-2.5;151
-2.25;151
-2;151
-1.75;151
-1.5;151
-1.25;151
-1;151
-0.75;151
-0.5;151
-0.25;151
0;151
0.25;151
0.5;151
0.75;151
1;151
1.25;151
1.5;151
1.75;151
2;151
2.25;151
2.5;151
2.75;151
3;151
3.25;151
3.5;151
3.75;151
4;151
4.25;151
4.5;151
4.75;151
5;151
5.25;151
5.5;151
5.75;151
6;151
6.25;151
6.5;151
-6.5;152
-6.25;152
-6;152
-5.75;152
-5.5;152
-5.25;152
-5;152
-4.75;152
-4.5;152
-4.25;152
-4;152
-3.75;152
-3.5;152
-3.25;152
-3;152
-2.75;152
-2.5;152
-2.25;152
-2;152
-1.75;152
-1.5;152
-1.25;152
-1;152
-0.75;152
-0.5;152
-0.25;152
0;152
0.25;152
0.5;152
0.75;152
1;152
1.25;152
1.5;152
1.75;152
2;152
2.25;152
2.5;152
2.75;152
3;152
3.25;152
3.5;152
3.75;152
4;152
4.25;152
4.5;152
4.75;152
5;152
5.25;152
5.5;152
5.75;152
6;152
6.25;152
6.5;152
-6.5;153
-6.25;153
-6;153
-5.75;153
-5.5;153
-5.25;153
-5;153
-4.75;153
-4.5;153
-4.25;153
-4;153
-3.75;153
-3.5;153
-3.25;153
-3;153
-2.75;153
-2.5;153
-2.25;153
-2;153
-1.75;153
-1.5;153
-1.25;153
-1;153
-0.75;153
-0.5;153
-0.25;153
0;153
0.25;153
0.5;153
0.75;153
1;153
1.25;153
1.5;153
1.75;153
2;153
2.25;153
2.5;153
2.75;153
3;153
3.25;153
3.5;153
3.75;153
4;153
4.25;153
4.5;153
4.75;153
5;153
5.25;153
5.5;153
5.75;153
6;153
6.25;153
6.5;153
-6.5;154
-6.25;154
-6;154
-5.75;154
-5.5;154
-5.25;154
-5;154
-4.75;154
-4.5;154
-4.25;154
-4;154
-3.75;154
-3.5;154
-3.25;154
-3;154
-2.75;154
-2.5;154
-2.25;154
-2;154
-1.75;154
-1.5;154
-1.25;154
-1;154
-0.75;154
-0.5;154
-0.25;154
0;154
0.25;154
0.5;154
0.75;154
1;154
1.25;154
1.5;154
1.75;154
2;154
2.25;154
2.5;154
2.75;154
3;154
3.25;154
3.5;154
3.75;154
4;154
4.25;154
4.5;154
4.75;154
5;154
5.25;154
5.5;154
5.75;154
6;154
6.25;154
6.5;154
-6.5;155
-6.25;155
-6;155
-5.75;155
-5.5;155
-5.25;155
-5;155
-4.75;155
-4.5;155
-4.25;155
-4;155
-3.75;155
-3.5;155
-3.25;155
-3;155
-2.75;155
-2.5;155
-2.25;155
-2;155
-1.75;155
-1.5;155
-1.25;155
-1;155
-0.75;155
-0.5;155
-0.25;155
0;155
0.25;155
0.5;155
0.75;155
1;155
1.25;155
1.5;155
1.75;155
2;155
2.25;155
2.5;155
2.75;155
3;155
3.25;155
3.5;155
3.75;155
4;155
4.25;155
4.5;155
4.75;155
5;155
5.25;155
5.5;155
5.75;155
6;155
6.25;155
6.5;155
-6.5;156
-6.25;156
-6;156
-5.75;156
-5.5;156
-5.25;156
-5;156
-4.75;156
-4.5;156
-4.25;156
-4;156
-3.75;156
-3.5;156
-3.25;156
-3;156
-2.75;156
-2.5;156
-2.25;156
-2;156
-1.75;156
-1.5;156
-1.25;156
-1;156
-0.75;156
-0.5;156
-0.25;156
0;156
0.25;156
0.5;156
0.75;156
1;156
1.25;156
1.5;156
1.75;156
2;156
2.25;156
2.5;156
2.75;156
3;156
3.25;156
3.5;156
3.75;156
4;156
4.25;156
4.5;156
4.75;156
5;156
5.25;156
5.5;156
5.75;156
6;156
6.25;156
6.5;156
-6.5;157
-6.25;157
-6;157
-5.75;157
-5.5;157
-5.25;157
-5;157
-4.75;157
-4.5;157
-4.25;157
-4;157
-3.75;157
-3.5;157
-3.25;157
-3;157
-2.75;157
-2.5;157
-2.25;157
-2;157
-1.75;157
-1.5;157
-1.25;157
-1;157
-0.75;157
-0.5;157
-0.25;157
0;157
0.25;157
0.5;157
0.75;157
1;157
1.25;157
1.5;157
1.75;157
2;157
2.25;157
2.5;157
2.75;157
3;157
3.25;157
3.5;157
3.75;157
4;157
4.25;157
4.5;157
4.75;157
5;157
5.25;157
5.5;157
5.75;157
6;157
6.25;157
6.5;157
-6.5;158
-6.25;158
-6;158
-5.75;158
-5.5;158
-5.25;158
-5;158
-4.75;158
-4.5;158
-4.25;158
-4;158
-3.75;158
-3.5;158
-3.25;158
-3;158
-2.75;158
-2.5;158
-2.25;158
-2;158
-1.75;158
-1.5;158
-1.25;158
-1;158
-0.75;158
-0.5;158
-0.25;158
0;158
0.25;158
0.5;158
0.75;158
1;158
1.25;158
1.5;158
1.75;158
2;158
2.25;158
2.5;158
2.75;158
3;158
3.25;158
3.5;158
3.75;158
4;158
4.25;158
4.5;158
4.75;158
5;158
5.25;158
5.5;158
5.75;158
6;158
6.25;158
6.5;158
-6.5;159
-6.25;159
-6;159
-5.75;159
-5.5;159
-5.25;159
-5;159
-4.75;159
-4.5;159
-4.25;159
-4;159
-3.75;159
-3.5;159
-3.25;159
-3;159
-2.75;159
-2.5;159
-2.25;159
-2;159
-1.75;159
-1.5;159
-1.25;159
-1;159
-0.75;159
-0.5;159
-0.25;159
0;159
0.25;159
0.5;159
0.75;159
1;159
1.25;159
1.5;159
1.75;159
2;159
2.25;159
2.5;159
2.75;159
3;159
3.25;159
3.5;159
3.75;159
4;159
4.25;159
4.5;159
4.75;159
5;159
5.25;159
5.5;159
5.75;159
6;159
6.25;159
6.5;159
-6.5;160
-6.25;160
-6;160
-5.75;160
-5.5;160
-5.25;160
-5;160
-4.75;160
-4.5;160
-4.25;160
-4;160
-3.75;160
-3.5;160
-3.25;160
-3;160
-2.75;160
-2.5;160
-2.25;160
-2;160
-1.75;160
-1.5;160
-1.25;160
-1;160
-0.75;160
-0.5;160
-0.25;160
0;160
0.25;160
0.5;160
0.75;160
1;160
1.25;160
1.5;160
1.75;160
2;160
2.25;160
2.5;160
2.75;160
3;160
3.25;160
3.5;160
3.75;160
4;160
4.25;160
4.5;160
4.75;160
5;160
5.25;160
5.5;160
5.75;160
6;160
6.25;160
6.5;160
-6.5;161
-6.25;161
-6;161
-5.75;161
-5.5;161
-5.25;161
-5;161
-4.75;161
-4.5;161
-4.25;161
-4;161
-3.75;161
-3.5;161
-3.25;161
-3;161
-2.75;161
-2.5;161
-2.25;161
-2;161
-1.75;161
-1.5;161
-1.25;161
-1;161
-0.75;161
-0.5;161
-0.25;161
0;161
0.25;161
0.5;161
0.75;161
1;161
1.25;161
1.5;161
1.75;161
2;161
2.25;161
2.5;161
2.75;161
3;161
3.25;161
3.5;161
3.75;161
4;161
4.25;161
4.5;161
4.75;161
5;161
5.25;161
5.5;161
5.75;161
6;161
6.25;161
6.5;161
-6.5;162
-6.25;162
-6;162
-5.75;162
-5.5;162
-5.25;162
-5;162
-4.75;162
-4.5;162
-4.25;162
-4;162
-3.75;162
-3.5;162
-3.25;162
-3;162
-2.75;162
-2.5;162
-2.25;162
-2;162
-1.75;162
-1.5;162
-1.25;162
-1;162
-0.75;162
-0.5;162
-0.25;162
0;162
0.25;162
0.5;162
0.75;162
1;162
1.25;162
1.5;162
1.75;162
2;162
2.25;162
2.5;162
2.75;162
3;162
3.25;162
3.5;162
3.75;162
4;162
4.25;162
4.5;162
4.75;162
5;162
5.25;162
5.5;162
5.75;162
6;162
6.25;162
6.5;162
-6.5;163
-6.25;163
-6;163
-5.75;163
-5.5;163
-5.25;163
-5;163
-4.75;163
-4.5;163
-4.25;163
-4;163
-3.75;163
-3.5;163
-3.25;163
-3;163
-2.75;163
-2.5;163
-2.25;163
-2;163
-1.75;163
-1.5;163
-1.25;163
-1;163
-0.75;163
-0.5;163
-0.25;163
0;163
0.25;163
0.5;163
0.75;163
1;163
1.25;163
1.5;163
1.75;163
2;163
2.25;163
2.5;163
2.75;163
3;163
3.25;163
3.5;163
3.75;163
4;163
4.25;163
4.5;163
4.75;163
5;163
5.25;163
5.5;163
5.75;163
6;163
6.25;163
6.5;163
-6.5;164
-6.25;164
-6;164
-5.75;164
-5.5;164
-5.25;164
-5;164
-4.75;164
-4.5;164
-4.25;164
-4;164
-3.75;164
-3.5;164
-3.25;164
-3;164
-2.75;164
-2.5;164
-2.25;164
-2;164
-1.75;164
-1.5;164
-1.25;164
-1;164
-0.75;164
-0.5;164
-0.25;164
0;164
0.25;164
0.5;164
0.75;164
1;164
1.25;164
1.5;164
1.75;164
2;164
2.25;164
2.5;164
2.75;164
3;164
3.25;164
3.5;164
3.75;164
4;164
4.25;164
4.5;164
4.75;164
5;164
5.25;164
5.5;164
5.75;164
6;164
6.25;164
6.5;164
-6.5;165
-6.25;165
-6;165
-5.75;165
-5.5;165
-5.25;165
-5;165
-4.75;165
-4.5;165
-4.25;165
-4;165
-3.75;165
-3.5;165
-3.25;165
-3;165
-2.75;165
-2.5;165
-2.25;165
-2;165
-1.75;165
-1.5;165
-1.25;165
-1;165
-0.75;165
-0.5;165
-0.25;165
0;165
0.25;165
0.5;165
0.75;165
1;165
1.25;165
1.5;165
1.75;165
2;165
2.25;165
2.5;165
2.75;165
3;165
3.25;165
3.5;165
3.75;165
4;165
4.25;165
4.5;165
4.75;165
5;165
5.25;165
5.5;165
5.75;165
6;165
6.25;165
6.5;165
-6.5;166
-6.25;166
-6;166
-5.75;166
-5.5;166
-5.25;166
-5;166
-4.75;166
-4.5;166
-4.25;166
-4;166
-3.75;166
-3.5;166
-3.25;166
-3;166
-2.75;166
-2.5;166
-2.25;166
-2;166
-1.75;166
-1.5;166
-1.25;166
-1;166
-0.75;166
-0.5;166
-0.25;166
0;166
0.25;166
0.5;166
0.75;166
1;166
1.25;166
1.5;166
1.75;166
2;166
2.25;166
2.5;166
2.75;166
3;166
3.25;166
3.5;166
3.75;166
4;166
4.25;166
4.5;166
4.75;166
5;166
5.25;166
5.5;166
5.75;166
6;166
6.25;166
6.5;166
-6.5;167
-6.25;167
-6;167
-5.75;167
-5.5;167
-5.25;167
-5;167
-4.75;167
-4.5;167
-4.25;167
-4;167
-3.75;167
-3.5;167
-3.25;167
-3;167
-2.75;167
-2.5;167
-2.25;167
-2;167
-1.75;167
-1.5;167
-1.25;167
-1;167
-0.75;167
-0.5;167
-0.25;167
0;167
0.25;167
0.5;167
0.75;167
1;167
1.25;167
1.5;167
1.75;167
2;167
2.25;167
2.5;167
2.75;167
3;167
3.25;167
3.5;167
3.75;167
4;167
4.25;167
4.5;167
4.75;167
5;167
5.25;167
5.5;167
5.75;167
6;167
6.25;167
6.5;167
-6.5;168
-6.25;168
-6;168
-5.75;168
-5.5;168
-5.25;168
-5;168
-4.75;168
-4.5;168
-4.25;168
-4;168
-3.75;168
-3.5;168
-3.25;168
-3;168
-2.75;168
-2.5;168
-2.25;168
-2;168
-1.75;168
-1.5;168
-1.25;168
-1;168
-0.75;168
-0.5;168
-0.25;168
0;168
0.25;168
0.5;168
0.75;168
1;168
1.25;168
1.5;168
1.75;168
2;168
2.25;168
2.5;168
2.75;168
3;168
3.25;168
3.5;168
3.75;168
4;168
4.25;168
4.5;168
4.75;168
5;168
5.25;168
5.5;168
5.75;168
6;168
6.25;168
6.5;168
-6.5;169
-6.25;169
-6;169
-5.75;169
-5.5;169
-5.25;169
-5;169
-4.75;169
-4.5;169
-4.25;169
-4;169
-3.75;169
-3.5;169
-3.25;169
-3;169
-2.75;169
-2.5;169
-2.25;169
-2;169
-1.75;169
-1.5;169
-1.25;169
-1;169
-0.75;169
-0.5;169
-0.25;169
0;169
0.25;169
0.5;169
0.75;169
1;169
1.25;169
1.5;169
1.75;169
2;169
2.25;169
2.5;169
2.75;169
3;169
3.25;169
3.5;169
3.75;169
4;169
4.25;169
4.5;169
4.75;169
5;169
5.25;169
5.5;169
5.75;169
6;169
6.25;169
6.5;169
-6.5;170
-6.25;170
-6;170
-5.75;170
-5.5;170
-5.25;170
-5;170
-4.75;170
-4.5;170
-4.25;170
-4;170
-3.75;170
-3.5;170
-3.25;170
-3;170
-2.75;170
-2.5;170
-2.25;170
-2;170
-1.75;170
-1.5;170
-1.25;170
-1;170
-0.75;170
-0.5;170
-0.25;170
0;170
0.25;170
0.5;170
0.75;170
1;170
1.25;170
1.5;170
1.75;170
2;170
2.25;170
2.5;170
2.75;170
3;170
3.25;170
3.5;170
3.75;170
4;170
4.25;170
4.5;170
4.75;170
5;170
5.25;170
5.5;170
5.75;170
6;170
6.25;170
6.5;170
-6.5;171
-6.25;171
-6;171
-5.75;171
-5.5;171
-5.25;171
-5;171
-4.75;171
-4.5;171
-4.25;171
-4;171
-3.75;171
-3.5;171
-3.25;171
-3;171
-2.75;171
-2.5;171
-2.25;171
-2;171
-1.75;171
-1.5;171
-1.25;171
-1;171
-0.75;171
-0.5;171
-0.25;171
0;171
0.25;171
0.5;171
0.75;171
1;171
1.25;171
1.5;171
1.75;171
2;171
2.25;171
2.5;171
2.75;171
3;171
3.25;171
3.5;171
3.75;171
4;171
4.25;171
4.5;171
4.75;171
5;171
5.25;171
5.5;171
5.75;171
6;171
6.25;171
6.5;171
-6.5;172
-6.25;172
-6;172
-5.75;172
-5.5;172
-5.25;172
-5;172
-4.75;172
-4.5;172
-4.25;172
-4;172
-3.75;172
-3.5;172
-3.25;172
-3;172
-2.75;172
-2.5;172
-2.25;172
-2;172
-1.75;172
-1.5;172
-1.25;172
-1;172
-0.75;172
-0.5;172
-0.25;172
0;172
0.25;172
0.5;172
0.75;172
1;172
1.25;172
1.5;172
1.75;172
2;172
2.25;172
2.5;172
2.75;172
3;172
3.25;172
3.5;172
3.75;172
4;172
4.25;172
4.5;172
4.75;172
5;172
5.25;172
5.5;172
5.75;172
6;172
6.25;172
6.5;172
-6.5;173
-6.25;173
-6;173
-5.75;173
-5.5;173
-5.25;173
-5;173
-4.75;173
-4.5;173
-4.25;173
-4;173
-3.75;173
-3.5;173
-3.25;173
-3;173
-2.75;173
-2.5;173
-2.25;173
-2;173
-1.75;173
-1.5;173
-1.25;173
-1;173
-0.75;173
-0.5;173
-0.25;173
0;173
0.25;173
0.5;173
0.75;173
1;173
1.25;173
1.5;173
1.75;173
2;173
2.25;173
2.5;173
2.75;173
3;173
3.25;173
3.5;173
3.75;173
4;173
4.25;173
4.5;173
4.75;173
5;173
5.25;173
5.5;173
5.75;173
6;173
6.25;173
6.5;173
-6.5;174
-6.25;174
-6;174
-5.75;174
-5.5;174
-5.25;174
-5;174
-4.75;174
-4.5;174
-4.25;174
-4;174
-3.75;174
-3.5;174
-3.25;174
-3;174
-2.75;174
-2.5;174
-2.25;174
-2;174
-1.75;174
-1.5;174
-1.25;174
-1;174
-0.75;174
-0.5;174
-0.25;174
0;174
0.25;174
0.5;174
0.75;174
1;174
1.25;174
1.5;174
1.75;174
2;174
2.25;174
2.5;174
2.75;174
3;174
3.25;174
3.5;174
3.75;174
4;174
4.25;174
4.5;174
4.75;174
5;174
5.25;174
5.5;174
5.75;174
6;174
6.25;174
6.5;174
-6.5;175
-6.25;175
-6;175
-5.75;175
-5.5;175
-5.25;175
-5;175
-4.75;175
-4.5;175
-4.25;175
-4;175
-3.75;175
-3.5;175
-3.25;175
-3;175
-2.75;175
-2.5;175
-2.25;175
-2;175
-1.75;175
-1.5;175
-1.25;175
-1;175
-0.75;175
-0.5;175
-0.25;175
0;175
0.25;175
0.5;175
0.75;175
1;175
1.25;175
1.5;175
1.75;175
2;175
2.25;175
2.5;175
2.75;175
3;175
3.25;175
3.5;175
3.75;175
4;175
4.25;175
4.5;175
4.75;175
5;175
5.25;175
5.5;175
5.75;175
6;175
6.25;175
6.5;175
-6.5;176
-6.25;176
-6;176
-5.75;176
-5.5;176
-5.25;176
-5;176
-4.75;176
-4.5;176
-4.25;176
-4;176
-3.75;176
-3.5;176
-3.25;176
-3;176
-2.75;176
-2.5;176
-2.25;176
-2;176
-1.75;176
-1.5;176
-1.25;176
-1;176
-0.75;176
-0.5;176
-0.25;176
0;176
0.25;176
0.5;176
0.75;176
1;176
1.25;176
1.5;176
1.75;176
2;176
2.25;176
2.5;176
2.75;176
3;176
3.25;176
3.5;176
3.75;176
4;176
4.25;176
4.5;176
4.75;176
5;176
5.25;176
5.5;176
5.75;176
6;176
